Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Coca-Cola,$0.45 ,"8,700","$3,915 ","$1,762 ",45%
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Diet Coke,$0.45 ,"5,500","$2,475 ",$866 ,35%
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Sprite,$0.35 ,"5,750","$2,013 ",$503 ,25%
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Fanta,$0.40 ,"4,250","$1,700 ",$510 ,30%
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Powerade,$0.55 ,"4,750","$2,613 ",$914 ,35%
West Soda,1185732,3/8/2023,Northeast,New York,Albany,Dasani Water,$0.45 ,"5,750","$2,588 ","$1,294 ",50%
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Coca-Cola,$0.45 ,"8,250","$3,713 ","$1,671 ",45%
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Diet Coke,$0.45 ,"5,250","$2,363 ",$827 ,35%
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Sprite,$0.35 ,"5,250","$1,838 ",$459 ,25%
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Fanta,$0.40 ,"4,500","$1,800 ",$540 ,30%
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Powerade,$0.55 ,"4,750","$2,613 ",$914 ,35%
West Soda,1185732,4/9/2023,Northeast,New York,Albany,Dasani Water,$0.45 ,"6,000","$2,700 ","$1,350 ",50%
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Coca-Cola,$0.55 ,"8,700","$4,785 ","$2,153 ",45%
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Diet Coke,$0.55 ,"5,750","$3,163 ","$1,107 ",35%
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Sprite,$0.50 ,"5,500","$2,750 ",$688 ,25%
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Fanta,$0.50 ,"5,000","$2,500 ",$750 ,30%
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Powerade,$0.60 ,"5,250","$3,150 ","$1,103 ",35%
West Soda,1185732,5/8/2023,Northeast,New York,Albany,Dasani Water,$0.65 ,"6,250","$4,063 ","$2,031 ",50%
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Coca-Cola,$0.60 ,"8,750","$5,250 ","$2,363 ",45%
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Diet Coke,$0.55 ,"6,250","$3,438 ","$1,203 ",35%
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Sprite,$0.50 ,"6,000","$3,000 ",$750 ,25%
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Fanta,$0.50 ,"5,750","$2,875 ",$863 ,30%
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Powerade,$0.65 ,"5,750","$3,738 ","$1,308 ",35%
West Soda,1185732,6/10/2023,Northeast,New York,Albany,Dasani Water,$0.70 ,"7,250","$5,075 ","$2,538 ",50%
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Coca-Cola,$0.65 ,"9,500","$6,175 ","$2,779 ",45%
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Diet Coke,$0.60 ,"7,000","$4,200 ","$1,470 ",35%
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Sprite,$0.55 ,"6,250","$3,438 ",$859 ,25%
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Fanta,$0.55 ,"5,750","$3,163 ",$949 ,30%
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Powerade,$0.65 ,"6,000","$3,900 ","$1,365 ",35%
West Soda,1185732,7/8/2023,Northeast,New York,Albany,Dasani Water,$0.70 ,"7,750","$5,425 ","$2,713 ",50%
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Coca-Cola,$0.65 ,"9,250","$6,013 ","$2,706 ",45%
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Diet Coke,$0.60 ,"7,000","$4,200 ","$1,470 ",35%
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Sprite,$0.55 ,"6,250","$3,438 ",$859 ,25%
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Fanta,$0.45 ,"5,750","$2,588 ",$776 ,30%
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Powerade,$0.55 ,"5,500","$3,025 ","$1,059 ",35%
West Soda,1185732,8/9/2023,Northeast,New York,Albany,Dasani Water,$0.60 ,"7,250","$4,350 ","$2,175 ",50%
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Coca-Cola,$0.55 ,"8,500","$4,675 ","$2,104 ",45%
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Diet Coke,$0.50 ,"6,500","$3,250 ","$1,138 ",35%
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Sprite,$0.45 ,"5,500","$2,475 ",$619 ,25%
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Fanta,$0.45 ,"5,250","$2,363 ",$709 ,30%
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Powerade,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
West Soda,1185732,9/8/2023,Northeast,New York,Albany,Dasani Water,$0.60 ,"6,250","$3,750 ","$1,875 ",50%
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Coca-Cola,$0.60 ,"8,000","$4,800 ","$2,160 ",45%
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Diet Coke,$0.50 ,"6,250","$3,125 ","$1,094 ",35%
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Sprite,$0.50 ,"5,250","$2,625 ",$656 ,25%
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Fanta,$0.50 ,"5,000","$2,500 ",$750 ,30%
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Powerade,$0.60 ,"5,000","$3,000 ","$1,050 ",35%
West Soda,1185732,10/10/2023,Northeast,New York,Albany,Dasani Water,$0.65 ,"6,250","$4,063 ","$2,031 ",50%
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Coca-Cola,$0.60 ,"7,750","$4,650 ","$2,093 ",45%
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Diet Coke,$0.50 ,"6,000","$3,000 ","$1,050 ",35%
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Sprite,$0.50 ,"5,450","$2,725 ",$681 ,25%
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Fanta,$0.50 ,"5,750","$2,875 ",$863 ,30%
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Powerade,$0.65 ,"5,500","$3,575 ","$1,251 ",35%
West Soda,1185732,11/9/2023,Northeast,New York,Albany,Dasani Water,$0.70 ,"6,500","$4,550 ","$2,275 ",50%
West Soda,1185732,12/8/2023,Northeast,New York,Albany,Coca-Cola,$0.65 ,"8,750","$5,688 ","$2,559 ",45%
West Soda,1185732,12/8/2023,Northeast,New York,Albany,Diet Coke,$0.55 ,"6,750","$3,713 ","$1,299 ",35%
Target,1185732,12/8/2023,Northeast,New York,Albany,Sprite,$0.55 ,"6,250","$3,438 ",$859 ,25%
Target,1185732,12/8/2023,Northeast,New York,Albany,Fanta,$0.55 ,"5,750","$3,163 ",$949 ,30%
Target,1185732,12/8/2023,Northeast,New York,Albany,Powerade,$0.65 ,"5,750","$3,738 ","$1,308 ",35%
Target,1185732,12/8/2023,Northeast,New York,Albany,Dasani Water,$0.70 ,"6,750","$4,725 ","$2,363 ",50%
Target,1185732,1/14/2023,Northeast,New York,Albany,Coca-Cola,$0.40 ,"8,000","$3,200 ","$1,600 ",50%
Target,1185732,1/14/2023,Northeast,New York,Albany,Diet Coke,$0.40 ,"6,000","$2,400 ",$720 ,30%
Target,1185732,1/14/2023,Northeast,New York,Albany,Sprite,$0.30 ,"6,000","$1,800 ",$630 ,35%
Target,1185732,1/14/2023,Northeast,New York,Albany,Fanta,$0.35 ,"4,500","$1,575 ",$551 ,35%
Target,1185732,1/14/2023,Northeast,New York,Albany,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,1/14/2023,Northeast,New York,Albany,Dasani Water,$0.40 ,"6,000","$2,400 ",$600 ,25%
Target,1185732,2/12/2023,Northeast,New York,Albany,Coca-Cola,$0.40 ,"8,500","$3,400 ","$1,700 ",50%
Target,1185732,2/12/2023,Northeast,New York,Albany,Diet Coke,$0.40 ,"5,000","$2,000 ",$600 ,30%
Target,1185732,2/12/2023,Northeast,New York,Albany,Sprite,$0.30 ,"5,500","$1,650 ",$578 ,35%
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Fanta,$0.35 ,"4,250","$1,488 ",$521 ,35%
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,2/12/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"6,000","$2,400 ",$600 ,25%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.40 ,"8,200","$3,280 ","$1,640 ",50%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"5,250","$2,100 ",$630 ,30%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Sprite,$0.30 ,"5,500","$1,650 ",$578 ,35%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Fanta,$0.35 ,"4,000","$1,400 ",$490 ,35%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"4,500","$2,250 ",$675 ,30%
Target,1185732,3/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"5,500","$2,200 ",$550 ,25%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.40 ,"8,000","$3,200 ","$1,600 ",50%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"5,000","$2,000 ",$600 ,30%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Sprite,$0.30 ,"5,000","$1,500 ",$525 ,35%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Fanta,$0.35 ,"4,250","$1,488 ",$521 ,35%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"4,250","$2,125 ",$638 ,30%
Target,1185732,4/11/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"5,500","$2,200 ",$550 ,25%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,200","$4,100 ","$2,050 ",50%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"5,250","$2,363 ",$709 ,30%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"4,500","$1,800 ",$630 ,35%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"4,750","$2,375 ",$713 ,30%
Target,1185732,5/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,000","$3,300 ",$825 ,25%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,500","$4,250 ","$2,125 ",50%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,250","$2,100 ",$735 ,35%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,6/12/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,500","$3,575 ",$894 ,25%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,750","$4,375 ","$2,188 ",50%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,250","$2,813 ",$844 ,30%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,500","$2,200 ",$770 ,35%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,250","$2,625 ",$788 ,30%
Target,1185732,7/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"7,000","$3,850 ",$963 ,25%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,500","$4,250 ","$2,125 ",50%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,250","$2,813 ",$844 ,30%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,500","$2,200 ",$770 ,35%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,250","$2,100 ",$735 ,35%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,8/11/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,750","$3,713 ",$928 ,25%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.50 ,"8,000","$4,000 ","$2,000 ",50%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"5,250","$2,100 ",$735 ,35%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"5,000","$2,000 ",$700 ,35%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
Target,1185732,9/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.55 ,"6,000","$3,300 ",$825 ,25%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.55 ,"7,750","$4,263 ","$2,131 ",50%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Sprite,$0.45 ,"5,000","$2,250 ",$788 ,35%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Fanta,$0.45 ,"4,750","$2,138 ",$748 ,35%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Powerade,$0.55 ,"4,750","$2,613 ",$784 ,30%
Target,1185732,10/12/2023,West,Wyoming,Cheyenne,Dasani Water,$0.60 ,"6,000","$3,600 ",$900 ,25%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.55 ,"7,500","$4,125 ","$2,063 ",50%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"5,750","$2,588 ",$776 ,30%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Sprite,$0.45 ,"5,200","$2,340 ",$819 ,35%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Fanta,$0.45 ,"5,000","$2,250 ",$788 ,35%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Powerade,$0.55 ,"4,750","$2,613 ",$784 ,30%
Target,1185732,11/11/2023,West,Wyoming,Cheyenne,Dasani Water,$0.60 ,"5,750","$3,450 ",$863 ,25%
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.55 ,"8,000","$4,400 ","$2,200 ",50%
Target,1185732,12/10/2023,West,Wyoming,Cheyenne,Diet Coke,$0.45 ,"6,000","$2,700 ",$810 ,30%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Sprite,$0.45 ,"5,500","$2,475 ",$866 ,35%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Fanta,$0.45 ,"5,000","$2,250 ",$788 ,35%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Powerade,$0.55 ,"5,000","$2,750 ",$825 ,30%
BevCo,1185732,12/10/2023,West,Wyoming,Cheyenne,Dasani Water,$0.60 ,"6,000","$3,600 ",$900 ,25%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.30 ,"3,500","$1,050 ",$368 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Fanta,$0.40 ,"2,000",$800 ,$280 ,35%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Powerade,$0.45 ,"1,500",$675 ,$270 ,40%
BevCo,1128299,1/24/2023,West,Wyoming,Cheyenne,Dasani Water,$0.40 ,"4,000","$1,600 ",$480 ,30%
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Coca-Cola,$0.30 ,"4,500","$1,350 ",$473 ,35%
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Diet Coke,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,2/24/2023,West,Wyoming,Cheyenne,Sprite,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Fanta,$0.40 ,"2,000",$800 ,$280 ,35%
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Powerade,$0.45 ,"1,250",$563 ,$225 ,40%
BevCo,1128299,2/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.40 ,"3,250","$1,300 ",$390 ,30%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.40 ,"4,750","$1,900 ",$665 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Diet Coke,$0.50 ,"3,250","$1,625 ",$569 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Sprite,$0.55 ,"3,500","$1,925 ",$674 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Fanta,$0.50 ,"2,500","$1,250 ",$438 ,35%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Powerade,$0.55 ,"1,000",$550 ,$220 ,40%
BevCo,1128299,3/23/2023,Southeast,Virginia,Richmond,Dasani Water,$0.50 ,"3,000","$1,500 ",$450 ,30%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.55 ,"4,750","$2,613 ",$914 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.60 ,"2,750","$1,650 ",$578 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Sprite,$0.60 ,"3,250","$1,950 ",$683 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Fanta,$0.45 ,"2,250","$1,013 ",$354 ,35%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Powerade,$0.50 ,"1,250",$625 ,$250 ,40%
BevCo,1128299,4/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.65 ,"3,000","$1,950 ",$585 ,30%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.50 ,"5,000","$2,500 ",$875 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Diet Coke,$0.55 ,"3,500","$1,925 ",$674 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Sprite,$0.55 ,"3,500","$1,925 ",$674 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Fanta,$0.50 ,"2,750","$1,375 ",$481 ,35%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Powerade,$0.45 ,"1,750",$788 ,$315 ,40%
BevCo,1128299,5/25/2023,Southeast,Virginia,Richmond,Dasani Water,$0.60 ,"5,250","$3,150 ",$945 ,30%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.55 ,"7,750","$4,263 ","$1,492 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.65 ,"6,500","$4,225 ","$1,479 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Sprite,$0.80 ,"6,500","$5,200 ","$1,820 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Fanta,$0.80 ,"5,250","$4,200 ","$1,470 ",35%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Powerade,$0.90 ,"4,000","$3,600 ","$1,440 ",40%
BevCo,1128299,6/24/2023,Southeast,Virginia,Richmond,Dasani Water,$1.05 ,"7,000","$7,350 ","$2,205 ",30%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.85 ,"8,500","$7,225 ","$2,529 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Diet Coke,$0.90 ,"7,000","$6,300 ","$2,205 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Sprite,$0.90 ,"6,500","$5,850 ","$2,048 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Fanta,$0.85 ,"5,500","$4,675 ","$1,636 ",35%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Powerade,$0.90 ,"6,000","$5,400 ","$2,160 ",40%
BevCo,1128299,7/23/2023,Southeast,Virginia,Richmond,Dasani Water,$1.05 ,"6,000","$6,300 ","$1,890 ",30%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.90 ,"8,000","$7,200 ","$2,520 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.80 ,"7,750","$6,200 ","$2,170 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Sprite,$0.70 ,"6,500","$4,550 ","$1,593 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Fanta,$0.70 ,"4,250","$2,975 ","$1,041 ",35%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Powerade,$0.70 ,"4,250","$2,975 ","$1,190 ",40%
BevCo,1128299,8/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.75 ,"2,500","$1,875 ",$563 ,30%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.50 ,"4,500","$2,250 ",$788 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Diet Coke,$0.55 ,"4,500","$2,475 ",$866 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Sprite,$0.50 ,"2,500","$1,250 ",$438 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Fanta,$0.50 ,"2,000","$1,000 ",$350 ,35%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Powerade,$0.60 ,"2,250","$1,350 ",$540 ,40%
BevCo,1128299,9/25/2023,Southeast,Virginia,Richmond,Dasani Water,$0.45 ,"2,500","$1,125 ",$338 ,30%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.40 ,"3,500","$1,400 ",$490 ,35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Sprite,$0.50 ,"3,500","$1,750 ",$613 ,35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Fanta,$0.45 ,"3,250","$1,463 ",$512 ,35%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Powerade,$0.55 ,"3,000","$1,650 ",$660 ,40%
BevCo,1128299,10/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.60 ,"3,500","$2,100 ",$630 ,30%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.45 ,"5,750","$2,588 ",$906 ,35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Diet Coke,$0.50 ,"6,500","$3,250 ","$1,138 ",35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Sprite,$0.45 ,"4,750","$2,138 ",$748 ,35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Fanta,$0.55 ,"4,500","$2,475 ",$866 ,35%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Powerade,$0.75 ,"4,250","$3,188 ","$1,275 ",40%
BevCo,1128299,11/24/2023,Southeast,Virginia,Richmond,Dasani Water,$0.80 ,"5,500","$4,400 ","$1,320 ",30%
BevCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.65 ,"7,500","$4,875 ","$1,706 ",35%
BevCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Diet Coke,$0.75 ,"7,500","$5,625 ","$1,969 ",35%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Sprite,$0.70 ,"5,500","$3,850 ","$1,348 ",35%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Fanta,$0.70 ,"5,500","$3,850 ","$1,348 ",35%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Powerade,$0.80 ,"4,750","$3,800 ","$1,520 ",40%
FizzyCo,1128299,12/23/2023,Southeast,Virginia,Richmond,Dasani Water,$0.85 ,"5,750","$4,888 ","$1,466 ",30%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.35 ,"7,500","$2,625 ","$1,313 ",50%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Diet Coke,$0.35 ,"5,500","$1,925 ",$770 ,40%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Sprite,$0.25 ,"5,500","$1,375 ",$413 ,30%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Fanta,$0.30 ,"4,000","$1,200 ",$420 ,35%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Powerade,$0.45 ,"4,500","$2,025 ",$810 ,40%
FizzyCo,1185732,1/19/2023,Southeast,Virginia,Richmond,Dasani Water,$0.35 ,"5,500","$1,925 ","$1,059 ",55%
FizzyCo,1185732,2/17/2023,Southeast,Virginia,Richmond,Coca-Cola,$0.35 ,"8,000","$2,800 ","$1,400 ",50%
FizzyCo,1185732,2/17/2023,Southeast,Virginia,Richmond,Diet Coke,$0.35 ,"4,500","$1,575 ",$630 ,40%
FizzyCo,1185732,2/17/2023,Southeast,Virginia,Richmond,Sprite,$0.25 ,"5,000","$1,250 ",$375 ,30%
FizzyCo,1185732,2/17/2023,Midwest,Michigan,Detroit,Fanta,$0.30 ,"3,750","$1,125 ",$394 ,35%
FizzyCo,1185732,2/17/2023,Midwest,Michigan,Detroit,Powerade,$0.45 ,"4,500","$2,025 ",$810 ,40%
FizzyCo,1185732,2/17/2023,Midwest,Michigan,Detroit,Dasani Water,$0.35 ,"5,500","$1,925 ","$1,059 ",55%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Coca-Cola,$0.35 ,"7,700","$2,695 ","$1,348 ",50%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Diet Coke,$0.35 ,"4,500","$1,575 ",$630 ,40%
FizzyCo,1185732,3/15/2023,Midwest,Michigan,Detroit,Sprite,$0.25 ,"4,750","$1,188 ",$356 ,30%
